,l1,l2,l3,phrase
7672,1,0.0,0.0,efficace comme d habitude !
7673,1,0.0,0.0,"Je suis ravi de l echange que j ai eu avec Madame Pauline sur le
chat. Bonne soiree"
7674,1,0.0,0.0,"C est une bonne chose que le Tchat sois ouverts jusqu a 20h,
cela permet d avoir des reponse claire et rapidement. Enfin une entreprise
qui a conscience que ses clients ont un travail et ne sont disponible que
le soir.Merci!"
7678,0,1.0,0.0,"Mon probleme persiste depuis plus d un mois, je ne vois pas de
solution arriver... :-("
7680,1,0.0,0.0,"Une personne indispensable au service , un exemple a suivre"
7682,0,1.0,0.0,"Le delai de reponse est beaucoup trop long!
Un chat est suppose etre rapide...."
7683,1,0.0,0.0,"Le chat est souvent injoignable lors des heures de  rush ,
autrement mode de communication tres agreable ! "
7686,1,0.0,0.0,"Le chat a resolu mon probleme rapidement. Par contre, hier soir
j ai attendu 10 minutes sur votre hotline telephonique sans avoir une
repose. C etait un tres mauvaise experience compte tenu de fait que j avais
une urgence."
7688,1,0.0,0.0,"CONSEILLERS INEXISTANTS. 1 AN QUE J ESSAIE DE CLOTURER MES
COMPTES"
7690,1,0.0,0.0,rapide et efficace
7691,1,0.0,0.0,"inutile, Mr DYLAN"
7697,1,0.0,0.0,"Rapidite, efficace et pret a proposer de nouveaux services "
7699,1,0.0,0.0,"nos relation ont toujours ete au top .Bravo continuez ,ne
changez rien .MERCI "
7701,1,0.0,0.0,Perfection
7702,0,1.0,0.0,Le numero indique pour l assurance n est pas attribue
7703,0,1.0,0.0,"Probleme technique non resolu: deux codes necessaires: un pour
acceder a l appli, un autre pour la cle digitale..."
7704,1,0.0,0.0,"je n ai pas eu le temps de repondre car le systeme s est
deconnecte - il conviendrait de laisser un peu plus de temps ..merci"
7705,1,0.0,0.0,"Je me fais renvoyer d un conseiller a un autre, je suis tres
decu de l accompagnement fait par BNP."
7706,0,1.0,0.0,"Lors d un chat si on clique sans faire expres sur  ma
messagerie  ou autre, la page se recharge et la conversation est perdu.
C est dommage !!"
7707,1,0.0,0.0,Chat reactif
7708,1,0.0,0.0,"A quand laBNP s alignera sur les delais de virements et depot
sur toutes les autres banques !!"
7709,1,0.0,0.0,vente forcee de service
7711,1,0.0,0.0,ma conversation c est stoper d un coup !!!!
7712,1,0.0,0.0,Merci Dina ;) 
7713,1,0.0,0.0,Conversation ferme alors que je n avais pas fini
7715,0,1.0,0.0,On attend avec impatience l arrivee d Apple Pay !
7716,1,0.0,0.0,"le conseiller n avait pas la reponse et je dois reiterer ma
question demain : non merci !"
7717,1,0.0,0.0,"toujours des conseillers accueillants qui trouvent des reponses
et nous aident pour regler les problemes. Ca fait plaisir car c est rare"
7719,1,0.0,0.0,Merci pour les renseignement 
7720,1,0.0,0.0,Perdre autant de temps pour la reponse apportee.......Merci
7721,1,0.0,0.0,Service excellent ! Merci
7722,1,0.0,0.0,J ai pas eu le temps d ecrire mon message.
7723,1,0.0,0.0,Coralie du chat bnp a parfaitement repondu a mes attentes
7724,0,1.0,0.0,merci
7725,0,1.0,0.0,"pourquoi la BNP ne s aligne pas sur toutes les banques francaise
pour les delais virement et autres !!"
7727,1,0.0,0.0,tres professionnel merci :) 
7728,1,0.0,0.0,"merci d avoir couper la communication. C est tres agreable ....
"
7729,0,1.0,0.0,Rapide et efficace
7730,0,1.0,0.0,"un peu long mais satisfait
"
7731,1,0.0,0.0,"je commence a taper mon message et la conversation se ferme ....
bravo"
7733,0,1.0,0.0,La conversation a ete coupe
7736,0,1.0,0.0,"J ai besoin du texte que le conseiller m a ecrit s il vous
plait.
"
7737,1,0.0,0.0,R.A.S.
7738,1,0.0,0.0,"Merci pour votre rapidite d intervention , votre ecoute ainsi
que votre professionnalisme Anastasia ."
7739,1,0.0,0.0,"Les conseillers via le chat sont toujours agreables et
competents. Quel bonheur merci!"
7741,1,0.0,0.0,Pas de reponse apres 5 min ...
7742,1,0.0,0.0,"Conseiller efficace et agreable, ca fait plaisir! "
7744,1,0.0,0.0,"on me demande de m identifier alors que je suis deja identifie.
resultat inefficace"
7748,1,0.0,0.0,Le chat a ete ferme !
7749,1,0.0,0.0,Merci de m avoir renseigner
7750,1,0.0,0.0,service chat tres rapide et pratique
7751,1,0.0,0.0,Je n ai pas eu le temps de terminee mon message pourquoi ?
7755,0,1.0,0.0,"tjrs pas de solution en ligne, la meme reponse il faut  voir
avec le conseiller qui est lui meme ne repond pas au message ."
7757,1,0.0,0.0,interruption involontaire
7758,0,1.0,0.0,n
7759,1,0.0,0.0,"J ai pose ma question et le chat s est arrete sa,s reponse"
7762,1,0.0,0.0,"Dommage que le service debloquant les cartes soit indisponible
le week-end."
7763,1,0.0,0.0,"Rapide et efficace, merci a Auffray."
7764,1,0.0,0.0,"La conversation s est terminee sans avoir recu aucun reponse de
la part du conseiller
"
7765,1,0.0,0.0,Jen ai pas recu de repone a ma question!
7766,1,0.0,0.0,"Marion est tres agreable pour echange ecrit et repondre a mes
questions"
7768,1,0.0,0.0,RAS
7771,1,0.0,0.0,parfait
7772,1,0.0,0.0,"Bonjour, je ne suis pas satisfaite car aucun interlocuteur ne
m a repondu, je dois donc renouveler ma demande."
7773,1,0.0,0.0,"Votre conseiller chatteur Maxime m a tres utilement et
rapidement renseigne selon mes demandes. Je l en remercie encore et bonne
annee a votre equipe"
7774,0,1.0,0.0,Aide tres utile et conseils pertinents.
7775,0,1.0,0.0,"Pas de reponse. Contacter l agence qui ne me repond pas
uniquement."
7776,1,0.0,0.0,"Merci bien pour cet echange, bonne journee"
7777,1,0.0,0.0,echange tres professionnel et tres clair merci Paul ! 
7778,0,1.0,0.0,TEST MOA EMILIEN 15h07 - 02/01/2017
7780,0,1.0,0.0,Pour moi le site ou l  appli me convienne pas convienne
7781,0,1.0,0.0,TEST MOA emilien 
7782,0,1.0,0.0,TEST MOA EMILIEN
7783,0,1.0,0.0,TEST MOA EMILIEN
7785,1,0.0,0.0,Bravo la conversation qui coupe 
7787,1,0.0,0.0,"Chat tres bien, teleconseiller efficace. Ce serait bien que les
conseillers en agence le soit tout autant. On a mis jusqu a 15 jours a
repondre a un de mes mails"
7788,1,0.0,0.0,Tres efficace !
7789,0,1.0,0.0,"Rien a dire, ils sont toujours gentils et reactifs que ce soit
par telephone et par chat. Le probleme est plus en agence ou on n est pas
trop considere..."
7790,1,0.0,0.0,"Efficace et cordial, merci pour tout"
7791,0,1.0,0.0,"C etait bien et efficace, mais j ai pas eu le temps d envoyer ma
reponse avant que la conversation se termine... Nul ! "
7792,1,0.0,0.0,"L echange avec Sylvaine s est tres bien deroule, je repars avec
les informations que je cherchais."
7794,0,1.0,0.0,"La conversation c est ferme avant que je puisse lire la reponse
du conseiller. "
7795,1,0.0,0.0,"La fenetre s est fermee avant que j ai eu l occasion de lire la
reponse ! "
7796,1,0.0,0.0,N/A
7797,1,0.0,0.0,"Le conseiller a mis fin a la discussion... On a plus droit de se
plaindre? Ou est l ecoute des clients?"
7798,1,0.0,0.0,Echange efficace et sympathique 
7799,1,0.0,0.0,"merci ala conseillere qui a eue l intelligeance de mappeler ca e
chat ne fonctionnait pas"
7800,1,0.0,0.0,"Conseiller agreable. Probleme regle rapidement. Tout a fait
satisfait du service"
7802,1,0.0,0.0,5/5
7803,1,0.0,0.0,"n est il pas possible d avoir un simple numero de
telephone!!!!!!?"
7805,1,0.0,0.0,Pas de reponse au bout de 3min
7809,1,0.0,0.0,"par ma faute vous n avez pas pu n aider
j ai 85 ans  pour moi tout est difficile merci je ne vais pas pouvoir m en
sortir"
7810,1,0.0,0.0,"Petit bemol sur le fait que le chat est fait pour les
particuliers et non pour les pros ;) "
7811,1,0.0,0.0,Anais au top !
7813,1,0.0,0.0,pas de reponse
7814,0,1.0,0.0,"personne disponible et courtoise dommage que les services ne
soient pas a la hauteur des attentes"
7816,1,0.0,0.0,"Dans un echange il y a deux partis. Dans le cas present c etait
une discussion a sens unique."
7818,1,0.0,0.0,On ne m as pas repondu dutout !
7819,1,0.0,0.0,Tres bien
7820,1,0.0,0.0,echange tres cordial et professionnel : impeccable.
7822,1,0.0,0.0,"Reponse tres rapide et precise. Ce service est tres pratique. Je
le recommande et reutiliserai se service.
Merci"
7823,1,0.0,0.0,"echange tres agreable car reponses immediates aux questions que
l on se pose; "
7824,1,0.0,0.0,Reactivite exemplaire d Aurelie derriere son clavier. 
7825,1,0.0,0.0,"peu de flexibilite lors des situatiosn exceptionnelles que
peuvent presenter nos comptes. A l affut du moindre prelevement donc rien
d exceptionnel au final"
7827,1,0.0,0.0,"je n ai pas eu de retour a ma question, la conversation a ete
cloturee par le conseiller :S"
7829,1,0.0,0.0,Tout est confortable et efficace.
7830,1,0.0,0.0,"Rien contre la conseillere, mais insatisfait de la banque."
7833,1,0.0,0.0,"la conversation a ete coupe
"
7835,1,0.0,0.0,"Reponses rapides et efficaces. Je n attendais pas autant d un
echange via web-chat. Je suis tres satisfait des services de la bnp que ce
soit en agence ou via votre plateforme"
7836,1,0.0,0.0,clair net et precis
7837,1,0.0,0.0,La conversation a ete purement coupee .
7838,0,1.0,0.0,"pas forcement obtenu une reponse precise et je dois finalement
me rapprocher de mon agence alors que justement elle est fermee mais
interlocutrice qui cherche a aider vraiment! "
7839,1,0.0,0.0,"Solene a ete tres reactive et a parfaitement repondu a mes
questions. 10/10"
7840,1,0.0,0.0,"Conversation coupe !
"
7843,1,0.0,0.0,Renseignements precis et rapides.
7845,1,0.0,0.0,Aucun aide
7846,0,1.0,0.0,cool
7847,1,0.0,0.0,Nul
7849,1,0.0,0.0,"Efficace, rapide et clair."
7850,1,0.0,0.0,echange satisfaisant
7851,1,0.0,0.0,bref et efficace
7852,1,0.0,0.0,"Je n ai pas obtenu de reponse a ma question
"
7853,1,0.0,0.0,Meilleurs voeux a l equipe !
7856,1,0.0,0.0,Efficace !
7857,1,0.0,0.0,merci
7858,0,1.0,0.0,"Conseiller qui coupe la conversation sans dire au revoir.
Dommage. Pourtant competent."
7859,1,0.0,0.0,Consieller n a pas repondu et le chat s est termine
7860,1,0.0,0.0,"J ai apprecier cet echange en tant reel et la qualite des
informations et directives recues en tant reel. "
7863,1,0.0,0.0,Je n ai pas vu la fin de la conversation...
7866,1,0.0,0.0,Merci
7867,1,0.0,0.0,efficace
7870,0,1.0,0.0,"le chatt s est ferme tout seul  si qq pouvez me rappeler !
"
7872,1,0.0,0.0,"la conversation coupe toute seule je n ai pas eu la reponse a ma
question."
7873,1,0.0,0.0,"je n ai pas eu de reponse la communucation c est arrete
"
7875,0,1.0,0.0,"rien de resolu, on me demande de me deplacer a 20 kms alors que
l agence a 8 kms est fermee, on doit me contacter par tel. !!!!
"
7876,1,0.0,0.0,"Tres bon echange avec le conseiller qui etait particulierement
serviable! Par contre je suis alle trop vite a l etape 2: la fenetre de
chat ne fonctionnait pas bien du tout ( se bloquait et je ne pouvais
parfois pas lire l entierete du texte) "
7877,1,0.0,0.0,"Tres pro. Sobre, efficace, rapide.
Quasi pas de fautes d orthographe ou de syntaxe."
7880,1,0.0,0.0,Le conseiller (Paul) a ete parfait
7881,1,0.0,0.0,ou est ma reponse !
7884,1,0.0,0.0,ca a coupe
7887,1,0.0,0.0,5*
7888,1,0.0,0.0,Interlocuteur tres agreable et serviable !
7889,1,0.0,0.0,je n ai jamais eu ma reponse!
7890,1,0.0,0.0,impossible de repondre a mon souci 
7892,1,0.0,0.0,"La conversation s est coupe nette avant meme d avoir eu une
reponse"
7894,1,0.0,0.0,"echange rapide et cordial
Merci"
7895,1,0.0,0.0,Ameliorer l aide aux expatrie
7896,1,0.0,0.0,"nul meme pas de reponse merci
"
7898,1,0.0,0.0,Leila au top
7899,1,0.0,0.0,"aucun desir d informer et de donner une veritable explication
"
7901,0,1.0,0.0,coupure de chat avant d avoir l information demandee ...  :-(
7903,1,0.0,0.0,"ils voient rien, n ont acces a rien, a quoi ils servent ????"
7904,1,0.0,0.0,Pas de disponibilite
7905,1,0.0,0.0,merci beaucoup
7907,1,0.0,0.0,"Grand merci pour les personnes qui repondent via le chat et que
trouve tres professionnel que ceux qui sont dans les agences !"
7908,1,0.0,0.0,parfait merci 
7909,0,1.0,0.0,"Malheureusement je n avais pas fini ma conversation et donc il
me manque des reponses. ..."
7910,1,0.0,0.0,top
7911,1,0.0,0.0,"je n ai jamais recu de reponse et le chat s est ferme sans qu il
n y ai eu de communication"
7915,1,0.0,0.0,l onglet chat et un peu lent a reagir (ouverture et fermeture)
7916,1,0.0,0.0,"votre PNS est un peu rapide... en tout cas pour le chat, c est
excellent rapide et a faire savoir."
7918,1,0.0,0.0,Bon echange
7919,1,0.0,0.0,Tres satisfait
7920,1,0.0,0.0,T
7922,1,0.0,0.0,Megane a ete parfaite et m a apporte aide et solution
7923,1,0.0,0.0,Tres contente 
7924,0,1.0,0.0,Votre conseiller ne m a pas beaucoup aide. Dommage
7925,1,0.0,0.0,Aucune reponse ne m a ete apportee
7927,1,0.0,0.0,"Remy a ete tres serviable, pro et courtois, et tres efficace car
il a repondu totalement a ma demande"
7928,1,0.0,0.0,l?echange ne s est pas effectue
7929,1,0.0,0.0,Question non repondue.
7931,1,0.0,0.0,"Echange utile, reponses rapides et precises, tres pratique comme
moyen de contacter ma banque."
7934,1,0.0,0.0,"On sent du progres sur le service. Depuis le temps, ca fait du
bien de voir ca!"
7935,1,0.0,0.0,Le conseiller a coupe court a notre conversation !
7937,1,0.0,0.0,tres bien
7938,1,0.0,0.0,"La conversation s est arretee sans que je puisse voir les
hypothetiques reponses..."
7939,1,0.0,0.0,PAS DE SOLUTION POUR MA DEMANDE
7941,1,0.0,0.0,"On a coupe la conversation deux fois avant de me repondre !
Service totalement nul de la bnp..."
7942,1,0.0,0.0,"En ce qui concerne l echange, c est top ! La personne etait
super agreable et precise, Nickel.
Pour la banque... bah ca depend du conseiller. C est pourquoi je ne
pourrais pas recommander une banque plus qu une autre."
7943,1,0.0,0.0,"merci a celine pour sa patience et ses reponses. les conseillers
en ligne sont vraiments plus reactifs et agreables que ceux de l agence."
7947,1,0.0,0.0,"on ma coupe le chat sans aucune reponse belle mentalitee .on
aurai pu au moins me reconctacter "
7948,1,0.0,0.0,"bravo et merci a toute l equipe, je me sens rassure pascal
buvron"
7949,1,0.0,0.0,"Tres bon le fait de pouvoir chatter avec un conseiller, d avoir
les informations necessaire, tres pratique"
7952,1,0.0,0.0,Accueil chaleureux aimable! 
7953,1,0.0,0.0,"rapide et efficace, rien a ajouter!"
7954,1,0.0,0.0,rapide et efficace
7955,0,1.0,0.0,"Le chat est fragile, il se ferme si on change de page, c est
dommage car les erreurs sont vite faites et on ne tombe pas sur le meme
conseille"
7956,0,1.0,0.0,"Comme je suis malentendant, j aime bien parler par chat mais il
faut ameliorer un peu.... la possibilite de deplacer la fenetre de chat car
etant myope et je suis oblige de regarder plus pres en bas a droite... je
prefere lire au centre du ecran. Merci"
7958,1,0.0,0.0,"Reponse rapide et complete sur ma question. Par contre, se voir
proposer une assurance complementaire alors que je l ai deja refusee par
telephone il y a un mois (et que l on m a dit que c etait pris en compte)
est un peu derangeant! "
7959,1,0.0,0.0,"tres bon contacte, la conseillere etait tres aimable et a bien
repondu a mes questions"
7960,1,0.0,0.0,Said est un tres bon conseiller. Merci
7961,1,0.0,0.0,Soyez gentils avec les conseillers :D
7962,1,0.0,0.0,"Reponse claire et rapide, tres satisfaite"
7963,1,0.0,0.0,Conseillere competente et reactive
7965,0,1.0,0.0,"Finalement, je n ai recu aucun appel, contrairement a ce qui
avait ete promis... donc services inefficace, generant de la frustration
client."
7968,1,0.0,0.0,"probleme resolu, merci"
7969,1,0.0,0.0,Les conseillers coupent la connexion....
7970,1,0.0,0.0,"Je deconseille la BNP a qui veut m entendre. Je vole de
deception en deception que ce soit pour mes affaires personnelles ou
professionnelles."
7971,1,0.0,0.0,Racrocher au nez
7973,0,1.0,0.0,"Conseillere (Laura) tres sympathique, mais le probleme technique
n est pas de son ressort. Les echanges sont lents (il semble que les
messages mettent beaucoup de temps a arriver)"
7975,1,0.0,0.0,"Merci beaucoup pour la reactivite et la reponse a la demande. De
plus ce fut tres agreable d avoir une conversation normale avec un autre
etre humain."
7976,0,1.0,0.0,"malgre des renseignements tres precis je peux toujours pas payer
mes achats en ligne "
7978,0,1.0,0.0,"L echange par chat etait tres utile mais le probleme est
l indisponibilite de ma conseillere "
7979,0,1.0,0.0,"Ne pas pouvoir effectuer des operations en ligne est tres
contraignant"
7980,1,0.0,0.0,"Je n ai eu aucune reponses !
"
7982,1,0.0,0.0,"Le conseiller/conseillere a quitte le chat en pleine
discussion."
7983,1,0.0,0.0,La conseillere Laetitia a parfaitement repondu a ma demande.
7985,1,0.0,0.0,"Le chat s est interrompu sans que la conseillere puisse me
repondre..."
7986,1,0.0,0.0,on n as pas repondu a ma deuxieme question
7987,1,0.0,0.0,"echange rapide, informations precises et claires"
7988,1,0.0,0.0,Merci
7991,1,0.0,0.0,"Donc le conseille ne repond plus et la conversation s arrete ?
"
7992,1,0.0,0.0,"Super

"
7993,1,0.0,0.0,"je n ai pas eu reponse a ma question !!!
qui etait embarrassante a mon avis
donc coupe "
7994,0,1.0,0.0,"j etais en train de saisir une reponse et nous avons ete
interrompu"
7995,0,1.0,0.0,je n ai pas vu la fin de l echange !!
7996,1,0.0,0.0,Tres rapide et efficace ! 
7997,1,0.0,0.0,"aucun echange !!!!!! j ai pose ma question puis j ai recut un
message comme quoi la conversation etait terminer !!!! honteux !!!"
7998,0,1.0,0.0,"Pas eu de reponse lors du chat, merci ..."
8000,1,0.0,0.0,Toz
8001,0,1.0,0.0,dommage que les liens url s effacent en fin de conversation
